id,title,time,meterage,price,price_per_meter,image,description,phone,floor,all_floors,build_date,rooms,facilities,latitude,longitude,priorities
417,Cross-group 3rdgeneration forecast,2023-06-27,441,4307789372,9768229.868480725,https://picsum.photos/213/233,"Party also process scene. Travel painting candidate artist.
Happy employee region.
Purpose shoulder such of there matter. Talk adult child pull.
Wear leg window page real write.",09196167245,19,20,2006-01-10,7,"[0, 1, 1]",51.561695,35.705359,"[1, 1, 0]"
418,Upgradable foreground Local Area Network,2022-12-24,466,25066267720,53790274.07725322,https://picsum.photos/996/943,Price yes help poor often thing set. Career their story season from accept scene. Soon campaign use car pretty be risk.,09192358433,11,11,2007-10-21,5,"[1, 1, 1]",51.597015,35.641177,"[0, 1, 0]"
419,Re-engineered even-keeled firmware,2023-01-30,454,24930902957,54913883.16519824,https://placekitten.com/706/166,"Own yard consider prevent. National family as fire.
Draw final art this benefit current win. Evening realize international fear southern shoulder. Hospital field wind alone goal police defense.",09192930839,15,20,2012-08-27,18,"[1, 0, 0]",51.310123,35.774661,"[1, 0, 1]"
420,Synergized intangible workforce,2022-12-15,430,19312939567,44913812.946511626,https://picsum.photos/581/270,Organization great before level question hard technology. Realize scene program beat.,09190292698,19,20,2012-12-21,2,"[0, 0, 1]",51.55566,35.764883,"[1, 0, 1]"
421,Optimized motivating application,2024-03-13,94,62672639994,666730212.7021277,https://dummyimage.com/624x291,"Product send current sign. Us lay identify put TV store.
Agency miss chance none great cut message. Kitchen explain provide sing health. Really challenge energy improve. Author let recognize give.",09198644333,3,8,2015-10-24,8,"[1, 0, 0]",51.258668,35.626109,"[0, 0, 1]"
422,Open-source maximized help-desk,2023-10-01,441,38076234539,86340667.8888889,https://placekitten.com/617/932,"Treatment whom any that. Avoid thing most guy sing.
Player current them difference religious. Son serious explain society each similar summer.",09197155300,12,14,2021-09-23,14,"[1, 0, 1]",51.497344,35.756346,"[0, 0, 0]"
423,Persistent discrete solution,2022-05-31,329,66015839192,200656046.1762918,https://placekitten.com/516/341,"Point skin create dinner fall sign. Environment his could continue.
Close whose institution range. Can member about interesting next. Central security only morning agent great ever be.",09196590460,16,16,2021-09-09,13,"[0, 1, 1]",51.592195,35.719501,"[1, 0, 1]"
424,Ergonomic optimizing array,2023-06-07,75,26981140702,359748542.6933333,https://picsum.photos/281/70,"Teach cut contain worry. Degree his customer shoulder participant figure son.
To evening front term him yourself issue. Company citizen coach ground. Off environment send wonder kid.",09194960085,20,20,2023-02-21,2,"[0, 0, 0]",51.254062,35.631219,"[0, 0, 0]"
425,Business-focused 3rdgeneration budgetary management,2024-03-23,49,29448659165,600993044.1836735,https://picsum.photos/542/632,"Image into later particularly. Rich many decide off never situation shake phone.
Glass each at television.
Policy camera tax. Away onto how town same resource management.",09197555692,2,7,2006-12-28,5,"[1, 1, 0]",51.429926,35.765702,"[1, 1, 0]"
426,Ergonomic bottom-line data-warehouse,2024-04-18,131,62161609827,474516105.5496183,https://dummyimage.com/942x586,"Life cause lead executive forget peace.
Local ball others sometimes. Public discussion everyone answer day cause. Position reach side budget necessary.",09198409413,2,5,2020-12-21,5,"[1, 0, 0]",51.343134,35.778492,"[1, 1, 0]"
427,Down-sized real-time flexibility,2023-01-04,290,8052335514,27766674.186206896,https://picsum.photos/26/489,"As entire expert idea south mention. Put record although democratic upon.
Cover memory game who our near.
Value loss education. Might food maintain understand recently.",09190464335,7,19,2012-05-11,4,"[0, 1, 1]",51.364599,35.76635,"[0, 0, 1]"
428,Advanced uniform moderator,2022-12-09,150,34639781637,230931877.58,https://dummyimage.com/259x721,"Also air contain morning these past. Growth deep poor matter. Either fly expert model.
Performance else theory song down through executive thought. Site fish contain. Way paper between matter laugh.",09195546901,12,17,2009-11-23,15,"[0, 1, 0]",51.168545,35.668639,"[0, 1, 0]"
429,Reverse-engineered maximized adapter,2024-03-10,333,56410666121,169401399.76276276,https://dummyimage.com/487x346,Once future cultural. Local issue enter foot. Its himself term budget player practice.,09199016979,8,8,2013-08-03,11,"[1, 1, 1]",51.474643,35.666326,"[0, 1, 1]"
430,Team-oriented optimizing leverage,2023-01-14,301,31254410606,103835251.18272425,https://placekitten.com/430/443,"Trip happy window simply. Marriage pressure this energy rate suffer move.
Station notice cup daughter everything lawyer. Son scientist nature else nearly.",09196483970,14,15,2018-12-27,10,"[1, 1, 1]",51.504243,35.777685,"[1, 1, 0]"
431,Multi-layered even-keeled data-warehouse,2023-12-10,108,39197747440,362942105.9259259,https://dummyimage.com/194x989,"Film theory meeting miss. Also throw position pick meeting.
Police toward almost under down. Country tell for allow development base thing.",09190349450,17,20,2015-08-06,7,"[0, 1, 1]",51.445668,35.767411,"[1, 0, 0]"
432,Stand-alone homogeneous model,2023-12-08,187,69973690086,374190856.0748663,https://placekitten.com/381/271,Total home field choose student. Simple fact mission bring leader field yourself. Crime site blue personal white wish. Just necessary everyone view bad nation character.,09197045129,7,19,2017-11-09,5,"[1, 0, 0]",51.32764,35.74995,"[1, 0, 0]"
433,Open-architected neutral architecture,2022-12-06,244,67175905921,275311089.84016395,https://dummyimage.com/752x722,"Put seat window act change past. Police arm production. Ten green still single. Tonight every strong program never.
Occur vote particularly. Forward consider serious.",09191079670,11,12,2009-04-22,18,"[1, 1, 0]",51.310301,35.700423,"[0, 0, 1]"
434,User-friendly high-level analyzer,2022-08-25,112,56148153937,501322803.0089286,https://placekitten.com/806/80,"Or summer dark national. Best weight sister couple decade soldier million.
Develop develop build particularly. Serve budget start. Open remain down see reflect during Democrat above.",09197042298,3,10,2018-07-18,13,"[1, 0, 1]",51.138801,35.700216,"[0, 0, 1]"
435,Switchable 24hour installation,2023-07-24,107,27395165342,256029582.63551402,https://picsum.photos/934/1023,Democratic evening civil account last run economic. Site agreement full production allow friend movement.,09196469328,8,10,2006-05-31,10,"[1, 0, 0]",51.496744,35.776164,"[0, 0, 0]"
436,Quality-focused even-keeled parallelism,2024-03-03,237,55619107917,234679780.24050632,https://dummyimage.com/523x462,War generation cover degree act seem owner why. Myself thing cell expert radio send do song.,09196460177,9,11,2021-07-15,5,"[1, 1, 0]",51.534359,35.656618,"[1, 1, 1]"
437,Horizontal explicit hub,2023-03-16,474,22843933191,48193951.87974683,https://dummyimage.com/860x433,Draw much to return. Suggest make energy these.,09196186861,10,15,2018-12-06,7,"[1, 1, 0]",51.429071,35.630271,"[1, 0, 0]"
438,Ameliorated bottom-line customer loyalty,2023-12-19,427,3441982335,8060848.559718969,https://dummyimage.com/700x543,Turn radio structure. Name whose box but accept. Already others whatever concern protect side.,09193213970,11,12,2020-06-08,20,"[0, 1, 1]",51.5861,35.676564,"[1, 0, 1]"
439,Managed maximized secured line,2023-05-08,40,62403064893,1560076622.325,https://placekitten.com/1004/719,"Morning market majority provide card serious. Law indicate president shake director go or.
Impact their light at religious someone pretty. Find support eight realize product camera account.",09195109787,14,18,2015-09-03,18,"[1, 0, 1]",51.584645,35.616939,"[0, 1, 0]"
440,Advanced static protocol,2024-05-01,89,78730690192,884614496.5393258,https://dummyimage.com/748x30,"His discover relationship development store. Word dark same.
Health order shake unit. Say a right court which. Pretty nor take now different. Stage structure home member minute.",09194077264,18,18,2012-12-09,17,"[0, 1, 1]",51.536564,35.735636,"[0, 0, 0]"
441,Multi-tiered static toolset,2022-11-01,441,81450385794,184694752.36734694,https://placekitten.com/227/491,Five arrive development true school no per. All method security take reason risk strategy cup. West manage protect set discuss. Player long service range.,09191950389,11,16,2023-09-18,5,"[0, 1, 0]",51.510896,35.643702,"[1, 0, 0]"
442,Proactive grid-enabled function,2022-06-12,242,97766614382,403994274.3057851,https://dummyimage.com/549x362,"Challenge right nation.
Create see nor business letter.
Voice him suffer discussion executive age. Cover century picture catch.",09198988159,3,3,2021-08-09,2,"[1, 1, 0]",51.39592,35.61533,"[0, 0, 0]"
443,Realigned 24hour conglomeration,2024-02-24,287,10578868037,36860167.37630662,https://placekitten.com/479/238,"Despite experience much range bill fight. Charge life nice policy eye father. Ball example happy sign process more.
Simple development eight quickly fall exist.",09195717896,9,14,2013-09-14,20,"[0, 1, 1]",51.528309,35.708864,"[1, 1, 0]"
444,Inverse value-added core,2022-10-26,425,16305159004,38365080.00941177,https://dummyimage.com/422x242,"Loss I organization join decide machine sound. Color color choice rock direction. Take poor difficult already vote owner.
Tough rise just. Pass they world fire almost leave wife write.",09198040020,8,13,2017-03-08,18,"[0, 1, 1]",51.144003,35.737076,"[0, 1, 1]"
445,Persevering background analyzer,2023-12-30,178,99231606209,557480933.758427,https://placekitten.com/388/165,"Perform property very analysis morning age fact. Training case sing speak generation. Long boy as north leave traditional.
Actually test likely dark. Never appear nearly perform look what.",09190526811,7,10,2022-02-20,14,"[0, 0, 1]",51.295317,35.674759,"[1, 0, 0]"
446,De-engineered interactive parallelism,2023-01-03,184,77283435669,420018672.11413044,https://placekitten.com/1008/292,"Event home federal true talk perhaps answer. Experience represent black.
Themselves various Mrs expect. Guy card affect design break term because. Provide summer keep ten ball skill.",09193127266,18,18,2019-02-24,7,"[1, 0, 0]",51.279692,35.692091,"[0, 0, 1]"
447,Multi-layered 5thgeneration strategy,2023-08-19,29,5334568842,183950649.72413793,https://placekitten.com/908/733,"Different wonder study difference crime if understand term.
Me born catch ten. Start best relationship run.
Modern case whatever baby mean car throughout. Possible chair public suggest most front.",09193732153,1,20,2009-03-06,7,"[1, 0, 1]",51.507578,35.698007,"[0, 1, 1]"
448,De-engineered eco-centric time-frame,2024-05-12,430,32213068367,74914112.48139535,https://picsum.photos/485/1020,"Form will case ago. Vote dog wife physical certainly term forget force.
Former Mrs more rock reach. Reflect practice day likely budget before ability.",09193311060,18,18,2021-05-15,10,"[1, 1, 0]",51.340565,35.741918,"[0, 1, 1]"
449,Team-oriented dynamic interface,2022-06-12,400,86107964221,215269910.5525,https://placekitten.com/950/425,"Determine western gun very purpose. Decade memory law light skin.
Explain different protect a soldier. Issue position century performance.",09191896809,9,16,2016-08-30,3,"[0, 0, 1]",51.270308,35.733377,"[0, 0, 0]"
450,Self-enabling holistic protocol,2023-02-02,364,38179741866,104889400.73076923,https://dummyimage.com/654x396,Admit technology lay that. Successful event wall they at himself later. Realize strong like professional week culture. Bring truth discuss century improve.,09195569344,18,18,2012-08-16,7,"[1, 0, 0]",51.510939,35.72387,"[0, 0, 1]"
451,Mandatory bandwidth-monitored flexibility,2022-08-18,252,28935093414,114821799.26190476,https://placekitten.com/583/329,"Expect various available late deep. Allow kind particularly whom end.
Citizen someone fight officer fund. Probably development nearly.",09198620360,1,14,2020-09-04,3,"[0, 0, 1]",51.595315,35.749003,"[1, 0, 1]"
452,Profit-focused mission-critical array,2024-02-19,402,24979031701,62136894.778606966,https://placekitten.com/336/395,"Force among early avoid interview expect. Base project think development himself popular. Whom strong always sure special.
Pretty fall several think forward.",09197998498,5,13,2022-12-03,4,"[1, 0, 0]",51.268701,35.691732,"[1, 0, 1]"
453,Organized reciprocal instruction set,2024-03-20,104,68307824366,656806003.5192307,https://placekitten.com/458/165,Throughout recently last everything draw life whether own. Break what state here whose walk.,09196173346,17,17,2017-04-07,7,"[0, 0, 1]",51.567954,35.6863,"[1, 1, 1]"
454,Progressive intangible strategy,2023-04-03,103,29268939874,284164464.79611653,https://placekitten.com/103/456,"Company father approach citizen. Conference she attention everybody. Local close world.
Spring this assume language. Back enter believe begin tax source seat. To when gun break very wish take writer.",09193029051,13,19,2020-11-07,2,"[1, 1, 1]",51.32845,35.634619,"[1, 0, 1]"
455,User-centric systematic hierarchy,2022-08-27,178,23995027431,134803524.89325842,https://placekitten.com/354/321,"Pass write area office strategy difference skin nation. Old exactly wonder baby. Maintain can amount blue give.
Key just interview kind. Wrong popular amount plant. Eye issue American.",09197575798,16,20,2021-03-28,8,"[0, 0, 1]",51.304003,35.660698,"[0, 0, 1]"
456,Digitized maximized Graphic Interface,2022-07-11,491,90222615191,183752780.42973524,https://dummyimage.com/214x332,Thank shake know majority term office data. Beautiful again financial financial realize.,09192432890,20,20,2005-06-27,4,"[1, 0, 1]",51.375618,35.700895,"[1, 1, 0]"
457,Universal bandwidth-monitored leverage,2022-08-19,124,11639247296,93864897.5483871,https://placekitten.com/895/104,Will market gun like. Few back section allow dark his share. Rest painting material type into second goal phone.,09193109663,9,15,2015-09-03,7,"[0, 0, 0]",51.551137,35.656572,"[1, 0, 0]"
458,Realigned value-added focus group,2023-12-11,289,24362236055,84298394.65397924,https://picsum.photos/57/217,Realize once eat shake especially body behind task. Character act hold player.,09195530121,3,5,2005-06-04,1,"[0, 1, 1]",51.182322,35.746462,"[0, 0, 0]"
459,Grass-roots zero-defect success,2022-10-03,441,29924384924,67855748.12698413,https://dummyimage.com/781x775,Project through always hand. Exactly of possible rise ever. Turn PM identify free.,09199363770,8,9,2005-12-24,17,"[0, 1, 1]",51.482984,35.623216,"[1, 1, 0]"
460,Front-line 5thgeneration instruction set,2022-12-07,474,91865360167,193808776.7236287,https://picsum.photos/771/17,"Read head later point. Wrong week writer east many arrive. You low lot TV. Owner office its itself be final.
Spring bank practice good between both. Already per beyond.",09190515962,5,20,2009-01-11,5,"[0, 0, 1]",51.408157,35.673302,"[0, 0, 0]"
461,Open-source coherent circuit,2022-07-25,281,62384179399,222007755.8683274,https://picsum.photos/502/156,"Wait ever choice argue economic of. Successful site could field benefit get. Run number physical once item upon pass.
Whole know middle agency. Among response lead not certain low.",09194699830,8,19,2020-03-03,20,"[1, 1, 0]",51.158981,35.658788,"[0, 0, 0]"
462,Cross-group well-modulated projection,2022-11-13,277,99442855666,358999478.93862814,https://dummyimage.com/41x268,Middle read adult father almost instead. Senior have agent four board put perhaps notice. Pick remain maintain history list six.,09198185171,6,11,2016-07-26,18,"[1, 1, 1]",51.506045,35.64285,"[0, 1, 1]"
463,Advanced 24/7 portal,2024-01-10,130,72424124277,557108648.2846154,https://picsum.photos/379/71,"Range network media must establish. Way above charge voice article part stay.
Product sure green suddenly. Act back there vote all.
Take just respond. Work stop positive company mother cold send.",09198549850,1,19,2014-04-09,17,"[0, 1, 1]",51.308194,35.612365,"[1, 0, 1]"
464,Future-proofed 6thgeneration Internet solution,2024-02-18,459,14497044065,31583973.99782135,https://picsum.photos/184/860,"Here little my avoid attorney. Way matter guess level onto single.
Prepare term after chair each run. Policy no others threat.
Man one wait win ready reveal. Clear movement heart without still.",09190216511,15,19,2006-10-26,12,"[1, 0, 1]",51.508632,35.609014,"[1, 0, 1]"
465,Streamlined empowering moderator,2022-07-12,148,74429303964,502900702.4594595,https://dummyimage.com/409x535,"Popular wrong boy detail avoid production add. Despite blood seven almost enter measure rather wait.
Per however law front hundred so painting. Training American use song such.",09199713312,13,18,2009-07-26,3,"[1, 0, 1]",51.324365,35.648089,"[1, 0, 1]"
466,Function-based neutral project,2022-06-11,355,64056943056,180442093.11549297,https://placekitten.com/671/378,"Ask indeed baby early. Event clearly college pay factor their college.
Raise vote view thousand relate reflect wonder.",09196813761,19,20,2022-03-09,2,"[0, 0, 1]",51.284648,35.704527,"[1, 0, 1]"
467,Realigned executive throughput,2022-11-10,438,86236752451,196887562.67351598,https://dummyimage.com/499x889,"Finally number bank pretty.
Safe type explain discussion. Message like news a.",09191721264,13,19,2019-05-07,12,"[1, 1, 0]",51.56671,35.679178,"[1, 0, 1]"
468,Public-key high-level initiative,2022-06-22,95,70128390210,738193581.1578947,https://picsum.photos/564/371,"Sense tonight value find bit. Serve his fact away federal.
Democratic short hit shake by. Collection chance road its contain sure. Side lawyer increase reflect important.",09195343938,4,17,2022-07-26,7,"[0, 0, 0]",51.526194,35.677575,"[1, 1, 1]"
469,Inverse secondary superstructure,2023-08-19,378,67192845943,177758851.7010582,https://picsum.photos/57/105,"Movie perform glass wear number understand. Discuss three material myself.
Process the safe your cultural allow. Child stuff pass month wife.",09198987708,11,14,2021-07-01,9,"[0, 1, 0]",51.565475,35.689896,"[1, 0, 0]"
470,Implemented disintermediate productivity,2022-09-09,199,40674701419,204395484.51758793,https://placekitten.com/451/439,"Charge film over. Though social space back realize place. Blood already doctor happen. Science week drop over.
Final draw seek bar price follow.",09193912408,5,20,2009-05-24,18,"[0, 0, 1]",51.47465,35.680174,"[0, 1, 0]"
471,User-friendly discrete intranet,2022-06-29,497,1994328196,4012732.7887323946,https://placekitten.com/22/793,"Improve provide may a record detail. Feeling consider industry market mind oil. Born condition fall rock door treat anyone.
Notice matter peace real. Wonder leg skill chance. Property build travel.",09199393298,14,17,2015-09-23,6,"[0, 1, 1]",51.159745,35.72232,"[1, 0, 1]"
472,Managed exuding monitoring,2023-02-10,404,10439412530,25840130.024752475,https://dummyimage.com/135x6,"Song six then can shake next. Nothing simple dark. Us get nor series religious.
End long his community upon. Require ask write. Significant black impact result term cup.",09194978371,18,19,2015-03-13,10,"[1, 0, 0]",51.471406,35.741563,"[0, 1, 0]"
473,Diverse holistic workforce,2023-10-07,92,28270154683,307284290.0326087,https://picsum.photos/432/546,"Bar me seem law. Stay education foot article.
Relate leg each production power dinner. Future child stuff drop. Add clear new spend president again head.",09190096114,3,10,2013-10-07,3,"[0, 1, 1]",51.292138,35.769647,"[1, 1, 0]"
474,Multi-layered modular hierarchy,2022-11-27,56,75232200367,1343432149.4107144,https://placekitten.com/347/580,Question drive like training support. Real notice whom more medical make. Report ahead produce fine whose training yourself.,09192795097,4,17,2023-10-30,16,"[0, 0, 1]",51.235095,35.646725,"[1, 1, 1]"
475,Networked optimal concept,2023-05-10,254,92353734671,363597380.5944882,https://picsum.photos/405/512,Employee people operation dark west candidate stage. Wonder hope general effect. Couple power green member drop day show interest.,09191178371,5,7,2008-09-02,16,"[0, 0, 1]",51.357078,35.633883,"[0, 1, 0]"
476,Synergized bifurcated parallelism,2024-02-13,193,81262113463,421047220.01554406,https://placekitten.com/637/996,"Wait turn government stock. Character change per left time star dark. Her front money guess travel.
System growth bring break police. Son campaign which smile.",09199486809,10,19,2008-02-20,5,"[0, 0, 1]",51.272824,35.715053,"[1, 0, 0]"
477,Face-to-face background knowledge user,2023-08-20,404,62217490021,154003688.17079207,https://dummyimage.com/349x912,Family page stop painting customer though interview I. World he of result you. Yeah movement environmental space may. Oil red others research whatever reflect off.,09191235790,13,13,2005-10-21,14,"[1, 1, 0]",51.356131,35.751684,"[0, 0, 1]"
478,Profit-focused client-server info-mediaries,2022-05-25,56,3773058578,67376046.03571428,https://picsum.photos/413/662,"Although next executive south majority other off them.
Building light often page. Already store nice behavior watch note.
Table less bring condition down off. Design far real exist bit deal debate.",09198070440,15,17,2022-05-06,14,"[0, 0, 1]",51.464315,35.718986,"[0, 1, 0]"
479,Pre-emptive explicit capability,2022-08-12,420,46610961741,110978480.33571428,https://placekitten.com/134/763,Wear me response send personal nature fund. Easy food she huge. Letter moment beautiful important safe might perform. Look rich election her us turn rate.,09197085561,3,5,2015-05-28,3,"[1, 0, 1]",51.48796,35.678296,"[0, 1, 0]"
480,Integrated explicit Internet solution,2023-04-05,486,45216149178,93037343.98765433,https://picsum.photos/398/443,Clearly its weight local score baby. Message baby foreign message run myself just. Scene kid article place its dream past.,09197914970,18,18,2012-11-28,13,"[1, 1, 1]",51.188827,35.670397,"[1, 0, 1]"
481,Centralized full-range focus group,2023-03-25,428,79839541560,186540984.95327103,https://placekitten.com/452/408,Wrong bank office others off put writer. Middle often visit effect option. Leader claim agree front believe subject view degree. Recognize husband hear hundred head exist seven yeah.,09194650032,6,15,2005-01-17,17,"[1, 1, 0]",51.553738,35.676904,"[1, 1, 0]"
482,Persistent fault-tolerant neural-net,2022-10-12,150,45311590011,302077266.74,https://placekitten.com/829/890,Nation north yard green agreement herself brother. Defense responsibility site pressure technology school condition. A have design data possible difference.,09195554638,7,9,2018-08-10,2,"[1, 1, 1]",51.259976,35.621497,"[0, 1, 1]"
483,Adaptive logistical infrastructure,2023-01-05,326,69305208128,212592662.96932516,https://placekitten.com/500/900,"Standard team note. Group worker plan newspaper.
Hospital shake investment soon rest. However week century relationship hour shoulder. Nothing blue subject stay cause ahead old.",09191701082,4,16,2021-08-28,1,"[1, 1, 1]",51.589095,35.638659,"[1, 1, 1]"
484,Persistent object-oriented algorithm,2023-08-23,206,24443404049,118657301.20873787,https://picsum.photos/362/168,"Kitchen cup baby realize around including look. Get between memory natural member inside water.
Personal public also senior. From open second figure source view.
Truth believe blue time. Yet a food.",09193690846,16,17,2006-05-08,17,"[0, 1, 0]",51.371775,35.697238,"[0, 1, 0]"
485,Fundamental web-enabled ability,2022-12-04,486,81452848794,167598454.30864197,https://dummyimage.com/452x607,Us know identify every. Mean moment large left little up trip music. Condition admit speak technology light example.,09193199499,6,9,2006-07-25,1,"[0, 1, 0]",51.422805,35.750807,"[0, 0, 0]"
486,Progressive systematic process improvement,2024-04-27,145,41428646101,285714800.69655174,https://placekitten.com/1006/732,"Well everyone impact last. Half try left including final.
Item usually space listen available relate treatment draw. Strategy say leg not again always. Kid pull car direction hold member.",09192473836,8,12,2022-07-09,7,"[0, 1, 1]",51.322141,35.652945,"[1, 0, 0]"
487,Up-sized mission-critical access,2024-02-10,465,28187585113,60618462.60860215,https://placekitten.com/796/840,"Different best modern. Performance compare movie say property avoid. Owner plan practice threat.
Leg claim usually heavy. Different arm institution result crime. Practice relate sea provide official.",09196873234,15,19,2017-03-20,2,"[1, 1, 0]",51.536651,35.750818,"[0, 1, 0]"
488,Proactive incremental moderator,2022-10-13,188,69881874254,371712097.09574467,https://picsum.photos/661/183,"Lawyer service court light. Finally exactly college mention station choose edge. Be citizen option summer face heavy.
Moment stage safe decide skill. Rule person build maybe.",09190512016,20,20,2009-02-05,14,"[1, 1, 0]",51.49224,35.75502,"[1, 0, 1]"
489,Cloned fault-tolerant forecast,2024-02-18,189,23535496193,124526434.88359788,https://dummyimage.com/791x123,Seem while upon history Mr gas discussion. Vote store development speech tough. Issue provide article no southern himself.,09190915454,15,16,2019-04-24,14,"[0, 1, 0]",51.21748,35.684215,"[1, 1, 1]"
490,Open-architected discrete Graphic Interface,2023-01-28,419,12050990483,28761313.80190931,https://placekitten.com/385/674,"Whole bar tax everybody stand institution. Student account listen store though. Mr hot case use lay.
Only that candidate right growth side personal. Guy trade meeting begin sit computer meeting.",09191622400,2,10,2015-04-20,18,"[0, 1, 0]",51.267294,35.631989,"[0, 0, 0]"
491,Focused even-keeled circuit,2022-08-21,134,23935492583,178623078.97761193,https://placekitten.com/982/650,"After consider suffer serious strong.
Bar mouth model rule hour. Through put recognize also building fall high. Inside service street challenge their.",09199935664,20,20,2007-08-01,11,"[1, 1, 0]",51.23149,35.614553,"[0, 1, 0]"
492,Balanced attitude-oriented success,2022-05-21,414,82212575165,198581099.43236715,https://placekitten.com/708/638,Pull billion go low check growth strong. Significant statement factor story. Than front factor trial test. Magazine remember southern establish protect phone best.,09191963573,1,19,2015-03-02,13,"[0, 1, 1]",51.179636,35.736774,"[0, 1, 0]"
493,Implemented foreground access,2022-07-11,97,49773042643,513124150.9587629,https://placekitten.com/43/210,"Sound media wrong would pattern chair blood few. Lead born factor join. Age little seem energy hold single.
Significant mind stand effect series forget factor. Church room activity.",09196421105,12,18,2009-01-05,12,"[1, 0, 0]",51.20337,35.631561,"[0, 0, 1]"
494,Open-source national adapter,2023-02-22,182,82987689366,455976315.1978022,https://dummyimage.com/438x192,Industry article never public. Later season culture himself special add enter. Similar north sport community suggest perhaps reveal.,09190863852,14,16,2018-10-03,16,"[0, 0, 0]",51.556943,35.738156,"[1, 0, 1]"
495,Decentralized needs-based strategy,2023-06-11,475,63847036008,134414812.64842105,https://dummyimage.com/199x971,"Degree act send kid not. Force another kitchen home degree least. Participant store much answer meet nearly ten.
Too source because green different. Board born window tax.",09198026754,15,15,2018-10-27,9,"[0, 1, 1]",51.451011,35.752196,"[0, 1, 1]"
496,Progressive encompassing hardware,2023-11-16,295,71053804524,240860354.31864408,https://dummyimage.com/122x551,"He hour partner environment work ago. Our trouble wide surface history popular represent free. Fall foot prove arm special leader serious.
Hotel choice eat. Approach level responsibility eye.",09193387746,10,11,2010-02-02,3,"[1, 1, 0]",51.248945,35.705006,"[1, 0, 0]"
497,Switchable analyzing capacity,2023-11-27,90,8363665305,92929614.5,https://dummyimage.com/174x342,"Character condition apply you book debate laugh. Contain great we movement. Notice eye often travel agency.
Detail character sing seem. Program low bank low within. Best role though boy stop.",09192883440,17,18,2018-11-02,2,"[0, 0, 1]",51.585848,35.655138,"[1, 0, 1]"
498,Automated bifurcated Local Area Network,2023-08-19,301,14524350645,48253656.62790698,https://dummyimage.com/681x477,"Successful one meet small. Knowledge surface claim benefit newspaper another. Last win human space.
Under article economy seat. Different hold crime test.",09196455634,20,20,2022-07-05,1,"[1, 1, 1]",51.284668,35.660731,"[0, 1, 0]"
499,Automated interactive product,2023-03-19,341,68933328989,202150524.89442816,https://dummyimage.com/650x1014,Air argue north garden. Crime Congress head must work chair language. Issue may analysis data response color.,09197163220,2,13,2017-03-04,20,"[0, 1, 0]",51.48088,35.633499,"[1, 0, 1]"
500,Advanced web-enabled utilization,2023-12-27,442,96559226577,218459788.6357466,https://picsum.photos/966/83,Nice present along agree leader food fast. Show west produce house prevent finally officer.,09197598196,7,13,2017-11-18,18,"[1, 1, 1]",51.269054,35.775679,"[1, 1, 0]"
501,User-centric client-server core,2024-02-25,317,99859656690,315014689.873817,https://picsum.photos/980/243,"Wish believe law score believe own opportunity. But box whom large. Break explain a public. Development plant lawyer message make from each.
Common brother build pattern cold current.",09197219962,1,8,2006-09-22,3,"[0, 1, 1]",51.474164,35.634441,"[1, 0, 1]"
502,Profound leadingedge Internet solution,2022-05-31,283,72205648724,255143635.0671378,https://dummyimage.com/139x739,Stock product collection provide mouth per story. Rule want language born successful book action.,09194169816,10,13,2023-01-16,2,"[1, 0, 1]",51.226618,35.715395,"[1, 1, 1]"
503,Programmable well-modulated open system,2022-08-24,104,94180706717,905583718.4326923,https://placekitten.com/615/477,"Suggest wonder high indicate not central why issue. Recognize travel commercial. Write sure next choose majority.
Strong able heart figure risk. Still certain throughout care.",09196261091,4,17,2006-10-21,2,"[0, 0, 1]",51.341704,35.741702,"[1, 0, 0]"
504,Open-architected grid-enabled moderator,2022-07-07,163,56620592199,347365596.31288344,https://dummyimage.com/644x209,Perform treatment public big never. Majority five treatment product among receive. Add claim this real trial.,09199992952,5,9,2005-05-29,17,"[1, 0, 1]",51.603116,35.683381,"[0, 1, 1]"
505,Persevering real-time middleware,2022-11-18,407,91753903424,225439566.15233415,https://picsum.photos/696/495,"Hard particularly remain teach whether or. At operation serious let reduce. Entire exactly college up enjoy tough.
Amount nature trouble item industry father list. Factor actually player from plan.",09192297929,2,3,2013-06-10,13,"[1, 0, 1]",51.288267,35.621496,"[0, 1, 1]"
506,Multi-layered scalable approach,2022-09-08,32,85850850558,2682839079.9375,https://placekitten.com/627/998,"Wall kid city total. Quality something sister care assume soon happen without.
Human value commercial. Question student if human whatever section.",09190739139,7,13,2021-05-07,20,"[0, 0, 1]",51.433853,35.702852,"[1, 0, 0]"
507,Persistent grid-enabled secured line,2023-09-22,161,92637259217,575386703.2111801,https://placekitten.com/355/143,Environment quality company staff maintain leave. Page party entire talk. Special must shake other forward school institution.,09199648019,6,16,2012-12-14,4,"[1, 0, 1]",51.13387,35.767301,"[0, 0, 0]"
508,Multi-lateral neutral analyzer,2024-05-03,82,78424995294,956402381.6341463,https://picsum.photos/452/70,"Space offer future carry eye. Force better fish work.
Home store million even budget training hard. Buy card raise eat sign people themselves. Not provide about federal.",09195181951,12,15,2017-02-14,11,"[1, 0, 0]",51.288585,35.714752,"[0, 0, 0]"
509,Customizable interactive complexity,2023-02-21,14,87592672238,6256619445.571428,https://dummyimage.com/556x273,Improve property set high always art trial part. Position get stay reach force PM. Bring left age develop father bar popular economic.,09195287724,1,15,2009-10-30,10,"[1, 0, 0]",51.259488,35.742075,"[1, 0, 1]"
